zpid,state_code,state_name,address,street,city,zipcode,price,price_formatted,beds,baths,area_sqft,latitude,longitude,status,home_type,days_on_zillow,zestimate,detail_url,has_open_house,open_house_date,is_featured,state
13139058,CO,Colorado,"7943 S Olive Court, Centennial, CO 80112",7943 S Olive Court,Centennial,80112,999000,"$999,000",6,4,5071,39.573685,-104.90863,House for sale,SINGLE_FAMILY,4,NA,https://www.zillow.com/homedetails/7943-S-Olive-Ct-Centennial-CO-80112/13139058_zpid/,FALSE,NA,FALSE,CO
444166140,CO,Colorado,"2501 Grove Street #101, Denver, CO 80211",2501 Grove Street #101,Denver,80211,549000,"$549,000",2,1,1077,39.75397,-105.02715,Coming soon,CONDO,1,NA,https://www.zillow.com/homedetails/2501-Grove-St-UNIT-101-Denver-CO-80211/444166140_zpid/,TRUE,2026-02-12T15:00:00Z,FALSE,CO
67826710,CO,Colorado,"5413 County Road 100, Florissant, CO 80816",5413 County Road 100,Florissant,80816,228000,"$228,000",2,1,1337,38.85781,-105.38189,House for sale,SINGLE_FAMILY,75,NA,https://www.zillow.com/homedetails/5413-County-Road-100-Florissant-CO-80816/67826710_zpid/,FALSE,NA,FALSE,CO
13892146,CO,Colorado,"2307 S Colorado Avenue, Loveland, CO 80537",2307 S Colorado Avenue,Loveland,80537,395000,"$395,000",3,2,1180,40.369064,-105.086006,House for sale,SINGLE_FAMILY,3,NA,https://www.zillow.com/homedetails/2307-S-Colorado-Ave-Loveland-CO-80537/13892146_zpid/,FALSE,NA,FALSE,CO
89169934,CO,Colorado,"7857 Vallagio Lane, Englewood, CO 80112",7857 Vallagio Lane,Englewood,80112,650000,"$650,000",2,3,2540,39.576904,-104.8701,Coming soon,TOWNHOUSE,1,NA,https://www.zillow.com/homedetails/7857-Vallagio-Ln-Englewood-CO-80112/89169934_zpid/,FALSE,NA,FALSE,CO
67454267,CO,Colorado,"18173 E Saskatoon Place, Parker, CO 80134",18173 E Saskatoon Place,Parker,80134,475000,"$475,000",3,3,1550,39.48841,-104.77844,Townhouse for sale,TOWNHOUSE,3,NA,https://www.zillow.com/homedetails/18173-E-Saskatoon-Pl-Parker-CO-80134/67454267_zpid/,TRUE,2026-02-08T11:00:00Z,FALSE,CO
109719519,CO,Colorado,"1649 N Billy The Kid Ln, Pueblo West, CO 81007",1649 N Billy The Kid Ln,Pueblo West,81007,238000,"$238,000",3,3,2280,38.401196,-104.68278,House for sale,SINGLE_FAMILY,4,237600,https://www.zillow.com/homedetails/1649-N-Billy-The-Kid-Ln-Pueblo-West-CO-81007/109719519_zpid/,FALSE,NA,FALSE,CO
13343774,CO,Colorado,"314 Galapago Street, Denver, CO 80223",314 Galapago Street,Denver,80223,425000,"$425,000",4,5,3140,39.720787,-104.99609,House for sale,SINGLE_FAMILY,246,424300,https://www.zillow.com/homedetails/314-Galapago-St-Denver-CO-80223/13343774_zpid/,FALSE,NA,FALSE,CO
13777452,CO,Colorado,"14362 W Virginia Drive, Lakewood, CO 80228",14362 W Virginia Drive,Lakewood,80228,950000,"$950,000",3,4,3216,39.708466,-105.16104,House for sale,SINGLE_FAMILY,4,NA,https://www.zillow.com/homedetails/14362-W-Virginia-Dr-Lakewood-CO-80228/13777452_zpid/,TRUE,2026-02-08T11:00:00Z,FALSE,CO
439273117,CO,Colorado,"8145 Monte Vista Circle, Littleton, CO 80125",8145 Monte Vista Circle,Littleton,80125,625000,"$625,000",3,3,2988,39.479145,-105.06889,Coming soon,SINGLE_FAMILY,1,NA,https://www.zillow.com/homedetails/8145-Monte-Vista-Cir-Littleton-CO-80125/439273117_zpid/,FALSE,NA,FALSE,CO
60231680,CO,Colorado,"12655 Winona Court, Broomfield, CO 80020",12655 Winona Court,Broomfield,80020,630000,"$630,000",5,3,2626,39.924046,-105.046814,House for sale,SINGLE_FAMILY,3,625300,https://www.zillow.com/homedetails/12655-Winona-Ct-Broomfield-CO-80020/60231680_zpid/,TRUE,2026-02-08T11:00:00Z,FALSE,CO
67153492,CO,Colorado,"664 S Song Sparrow Dr, Pueblo West, CO 81007",664 S Song Sparrow Dr,Pueblo West,81007,359900,"$359,900",3,3,2533,38.311447,-104.75539,House for sale,SINGLE_FAMILY,32,NA,https://www.zillow.com/homedetails/664-S-Song-Sparrow-Dr-Pueblo-West-CO-81007/67153492_zpid/,FALSE,NA,FALSE,CO
13486232,CO,Colorado,"1164 Hondo Ct, Castle Rock, CO 80104",1164 Hondo Ct,Castle Rock,80104,700000,"$700,000",3,3,3186,39.405155,-104.85017,House for sale,SINGLE_FAMILY,2,NA,https://www.zillow.com/homedetails/1164-Hondo-Ct-Castle-Rock-CO-80104/13486232_zpid/,FALSE,NA,FALSE,CO
71346078,CO,Colorado,"1151 Timber Ln, Boulder, CO 80304",1151 Timber Ln,Boulder,80304,14000000,"$14,000,000",5,5,4348,40.041233,-105.30856,House for sale,SINGLE_FAMILY,15,NA,https://www.zillow.com/homedetails/1151-Timber-Ln-Boulder-CO-80304/71346078_zpid/,FALSE,NA,FALSE,CO
444125109,CO,Colorado,"1150 Vine Street #1003, Denver, CO 80206",1150 Vine Street #1003,Denver,80206,315000,"$315,000",1,1,634,39.73451,-104.961945,Coming soon,CONDO,1,252500,https://www.zillow.com/homedetails/1150-Vine-St-APT-1003-Denver-CO-80206/444125109_zpid/,TRUE,2026-02-14T12:00:00Z,FALSE,CO
61084999,CO,Colorado,"12000 Pine Top Street, Parker, CO 80138",12000 Pine Top Street,Parker,80138,968000,"$968,000",6,4,4360,39.498432,-104.71724,Coming soon,SINGLE_FAMILY,1,NA,https://www.zillow.com/homedetails/12000-Pine-Top-St-Parker-CO-80138/61084999_zpid/,FALSE,NA,FALSE,CO
13650878,CO,Colorado,"7640 Hollandale Dr, Colorado Springs, CO 80919",7640 Hollandale Dr,Colorado Springs,80919,685000,"$685,000",4,4,2802,38.939056,-104.880844,House for sale,SINGLE_FAMILY,2,NA,https://www.zillow.com/homedetails/7640-Hollandale-Dr-Colorado-Springs-CO-80919/13650878_zpid/,FALSE,NA,FALSE,CO
460155177,CO,Colorado,"2504 N Union Blvd, Colorado Springs, CO 80909",2504 N Union Blvd,Colorado Springs,80909,350000,"$350,000",3,1,1025,38.86803,-104.794586,House for sale,SINGLE_FAMILY,7,NA,https://www.zillow.com/homedetails/2504-N-Union-Blvd-Colorado-Springs-CO-80909/460155177_zpid/,FALSE,NA,FALSE,CO
13619667,CO,Colorado,"1223 Royale Dr, Colorado Springs, CO 80910",1223 Royale Dr,Colorado Springs,80910,294100,"$294,100",4,3,1791,38.813877,-104.77723,House for sale,SINGLE_FAMILY,47,NA,https://www.zillow.com/homedetails/1223-Royale-Dr-Colorado-Springs-CO-80910/13619667_zpid/,FALSE,NA,FALSE,CO
72298693,CO,Colorado,"8091 Parsonage Ln, Colorado Springs, CO 80951",8091 Parsonage Ln,Colorado Springs,80951,479500,"$479,500",4,4,2519,38.857334,-104.67727,House for sale,SINGLE_FAMILY,14,NA,https://www.zillow.com/homedetails/8091-Parsonage-Ln-Colorado-Springs-CO-80951/72298693_zpid/,FALSE,NA,FALSE,CO
460321956,CO,Colorado,"13153 E 100th Place, Commerce City, CO 80022",13153 E 100th Place,Commerce City,80022,675000,"$675,000",5,4,4138,39.880398,-104.833374,House for sale,SINGLE_FAMILY,1,NA,https://www.zillow.com/homedetails/13153-E-100th-Pl-Commerce-City-CO-80022/460321956_zpid/,FALSE,NA,FALSE,CO
13563092,CO,Colorado,"7920 Ferncliff Dr, Colorado Springs, CO 80920",7920 Ferncliff Dr,Colorado Springs,80920,520000,"$520,000",6,4,2822,38.94723,-104.73044,House for sale,SINGLE_FAMILY,3,NA,https://www.zillow.com/homedetails/7920-Ferncliff-Dr-Colorado-Springs-CO-80920/13563092_zpid/,FALSE,NA,FALSE,CO
13304686,CO,Colorado,"3917 Haddon Road, Denver, CO 80205",3917 Haddon Road,Denver,80205,949900,"$949,900",4,2,2382,39.755276,-104.94161,House for sale,SINGLE_FAMILY,3,NA,https://www.zillow.com/homedetails/3917-Haddon-Rd-Denver-CO-80205/13304686_zpid/,FALSE,NA,FALSE,CO
14028723,CO,Colorado,"29767 Preston Rd, Pueblo, CO 81006",29767 Preston Rd,Pueblo,81006,449000,"$449,000",4,2,2328,38.230793,-104.508865,House for sale,SINGLE_FAMILY,8,NA,https://www.zillow.com/homedetails/29767-Preston-Rd-Pueblo-CO-81006/14028723_zpid/,FALSE,NA,FALSE,CO
13458254,CO,Colorado,"7459 La Quinta Place, Lone Tree, CO 80124",7459 La Quinta Place,Lone Tree,80124,869000,"$869,000",5,4,2803,39.542686,-104.903404,House for sale,SINGLE_FAMILY,2,NA,https://www.zillow.com/homedetails/7459-La-Quinta-Pl-Lone-Tree-CO-80124/13458254_zpid/,FALSE,NA,FALSE,CO
460155374,CO,Colorado,"4727 Horse Trader Pl, Monument, CO 80132",4727 Horse Trader Pl,Monument,80132,1444900,"$1,444,900",5,5,4560,39.059994,-104.913605,House for sale,SINGLE_FAMILY,7,NA,https://www.zillow.com/homedetails/4727-Horse-Trader-Pl-Monument-CO-80132/460155374_zpid/,FALSE,NA,FALSE,CO
242034723,CO,Colorado,"2211 Shadow Rider Circle, Castle Rock, CO 80104",2211 Shadow Rider Circle,Castle Rock,80104,635000,"$635,000",4,3,3322,39.320457,-104.83982,House for sale,SINGLE_FAMILY,9,631600,https://www.zillow.com/homedetails/2211-Shadow-Rider-Cir-Castle-Rock-CO-80104/242034723_zpid/,FALSE,NA,FALSE,CO
13371052,CO,Colorado,"1542 S Ogden Street, Denver, CO 80210",1542 S Ogden Street,Denver,80210,1300000,"$1,300,000",4,2,2000,39.688522,-104.97551,Coming soon,SINGLE_FAMILY,2,NA,https://www.zillow.com/homedetails/1542-S-Ogden-St-Denver-CO-80210/13371052_zpid/,TRUE,2026-02-14T10:00:00Z,FALSE,CO
13770178,CO,Colorado,"170 S Eaton Street, Lakewood, CO 80226",170 S Eaton Street,Lakewood,80226,410000,"$410,000",4,3,1950,39.713505,-105.05874,House for sale,SINGLE_FAMILY,3,NA,https://www.zillow.com/homedetails/170-S-Eaton-St-Lakewood-CO-80226/13770178_zpid/,FALSE,NA,FALSE,CO
13896524,CO,Colorado,"734 Victoria Dr, Fort Collins, CO 80525",734 Victoria Dr,Fort Collins,80525,850000,"$850,000",4,2,2511,40.483723,-105.07006,House for sale,SINGLE_FAMILY,4,NA,https://www.zillow.com/homedetails/734-Victoria-Dr-Fort-Collins-CO-80525/13896524_zpid/,FALSE,NA,FALSE,CO
82028374,CO,Colorado,"6947 Wagon Track Way, Peyton, CO 80831",6947 Wagon Track Way,Peyton,80831,890000,"$890,000",4,4,5426,38.93193,-104.61802,House for sale,SINGLE_FAMILY,4,NA,https://www.zillow.com/homedetails/6947-Wagon-Track-Way-Peyton-CO-80831/82028374_zpid/,FALSE,NA,FALSE,CO
13756346,CO,Colorado,"1443 Belford Court, Evergreen, CO 80439",1443 Belford Court,Evergreen,80439,1500000,"$1,500,000",4,4,4547,39.689564,-105.36655,Coming soon,SINGLE_FAMILY,1,NA,https://www.zillow.com/homedetails/1443-Belford-Ct-Evergreen-CO-80439/13756346_zpid/,FALSE,NA,FALSE,CO
13403299,CO,Colorado,"401 S Ivy Street, Denver, CO 80224",401 S Ivy Street,Denver,80224,825000,"$825,000",3,3,2064,39.70919,-104.921326,House for sale,SINGLE_FAMILY,3,NA,https://www.zillow.com/homedetails/401-S-Ivy-St-Denver-CO-80224/13403299_zpid/,FALSE,NA,FALSE,CO
13260955,CO,Colorado,"1239 N Davenport Court, Erie, CO 80516",1239 N Davenport Court,Erie,80516,650000,"$650,000",4,3,2789,40.062153,-105.06719,House for sale,SINGLE_FAMILY,3,NA,https://www.zillow.com/homedetails/1239-N-Davenport-Ct-Erie-CO-80516/13260955_zpid/,FALSE,NA,FALSE,CO
13708136,CO,Colorado,"15878 W 62nd Place, Golden, CO 80403",15878 W 62nd Place,Arvada,80403,1295000,"$1,295,000",5,5,5232,39.809834,-105.17747,House for sale,SINGLE_FAMILY,3,NA,https://www.zillow.com/homedetails/15878-W-62nd-Pl-Arvada-CO-80403/13708136_zpid/,FALSE,NA,FALSE,CO
13714274,CO,Colorado,"6522 Benton Circle, Arvada, CO 80003",6522 Benton Circle,Arvada,80003,545000,"$545,000",3,2,1814,39.81516,-105.056335,House for sale,SINGLE_FAMILY,2,NA,https://www.zillow.com/homedetails/6522-Benton-Cir-Arvada-CO-80003/13714274_zpid/,FALSE,NA,FALSE,CO
13546396,CO,Colorado,"6933 Metropolitan St, Colorado Springs, CO 80911",6933 Metropolitan St,Colorado Springs,80911,449000,"$449,000",6,3,2198,38.73119,-104.70708,House for sale,SINGLE_FAMILY,3,NA,https://www.zillow.com/homedetails/6933-Metropolitan-St-Colorado-Springs-CO-80911/13546396_zpid/,FALSE,NA,FALSE,CO
13206850,CO,Colorado,"2521 Danbury Dr, Longmont, CO 80503",2521 Danbury Dr,Longmont,80503,399000,"$399,000",5,3,2544,40.18969,-105.13503,House for sale,SINGLE_FAMILY,83,NA,https://www.zillow.com/homedetails/2521-Danbury-Dr-Longmont-CO-80503/13206850_zpid/,FALSE,NA,FALSE,CO
60229855,CO,Colorado,"13037 King Circle, Broomfield, CO 80020",13037 King Circle,Broomfield,80020,499900,"$499,900",3,2,1998,39.934807,-105.02957,Coming soon,SINGLE_FAMILY,1,NA,https://www.zillow.com/homedetails/13037-King-Cir-Broomfield-CO-80020/60229855_zpid/,FALSE,NA,FALSE,CO
87806486,CO,Colorado,"795 Pine Brook Rd, Boulder, CO 80304",795 Pine Brook Rd,Boulder,80304,2250000,"$2,250,000",4,4,3129,40.057568,-105.31128,Coming soon,SINGLE_FAMILY,1,2328500,https://www.zillow.com/homedetails/795-Pine-Brook-Rd-Boulder-CO-80304/87806486_zpid/,FALSE,NA,FALSE,CO
181535698,CO,Colorado,"7304 Jagged Rock Cir, Colorado Springs, CO 80927",7304 Jagged Rock Cir,Colorado Springs,80927,605000,"$605,000",4,3,3490,38.934345,-104.66498,House for sale,SINGLE_FAMILY,1,NA,https://www.zillow.com/homedetails/7304-Jagged-Rock-Cir-Colorado-Springs-CO-80927/181535698_zpid/,FALSE,NA,FALSE,CO
13574930,CO,Colorado,"6075 Breeze Ct, Colorado Springs, CO 80918",6075 Breeze Ct,Colorado Springs,80918,485000,"$485,000",4,3,2890,38.91829,-104.75487,House for sale,SINGLE_FAMILY,4,NA,https://www.zillow.com/homedetails/6075-Breeze-Ct-Colorado-Springs-CO-80918/13574930_zpid/,FALSE,NA,FALSE,CO
13455811,CO,Colorado,"9390 Yale Lane, Highlands Ranch, CO 80130",9390 Yale Lane,Highlands Ranch,80130,675000,"$675,000",4,4,2990,39.54559,-104.91077,Coming soon,SINGLE_FAMILY,1,NA,https://www.zillow.com/homedetails/9390-Yale-Ln-Highlands-Ranch-CO-80130/13455811_zpid/,FALSE,NA,FALSE,CO
89739354,CO,Colorado,"1011 Ute Ave, Aspen, CO 81611",1011 Ute Ave,Aspen,81611,75000000,"$75,000,000",7,11,17544,39.18278,-106.8158,House for sale,SINGLE_FAMILY,10,NA,https://www.zillow.com/homedetails/1011-Ute-Ave-Aspen-CO-81611/89739354_zpid/,FALSE,NA,FALSE,CO
13352484,CO,Colorado,"551 S High Street, Denver, CO 80209",551 S High Street,Denver,80209,3995000,"$3,995,000",5,7,5998,39.706535,-104.96543,Coming soon,SINGLE_FAMILY,3,NA,https://www.zillow.com/homedetails/551-S-High-St-Denver-CO-80209/13352484_zpid/,FALSE,NA,FALSE,CO
13041129,CO,Colorado,"373 S Troy Street, Aurora, CO 80012",373 S Troy Street,Aurora,80012,555000,"$555,000",5,2,2500,39.70885,-104.84162,House for sale,SINGLE_FAMILY,18,NA,https://www.zillow.com/homedetails/373-S-Troy-St-Aurora-CO-80012/13041129_zpid/,FALSE,NA,FALSE,CO
13824343,CO,Colorado,"7398 S Depew Street, Littleton, CO 80128",7398 S Depew Street,Littleton,80128,1639000,"$1,639,000",5,5,4051,39.583168,-105.06162,Coming soon,SINGLE_FAMILY,2,NA,https://www.zillow.com/homedetails/7398-S-Depew-St-Littleton-CO-80128/13824343_zpid/,FALSE,NA,FALSE,CO
13028869,CO,Colorado,"2805 S Sherman Street, Englewood, CO 80113",2805 S Sherman Street,Englewood,80113,1285000,"$1,285,000",4,4,3570,39.665604,-104.98564,House for sale,SINGLE_FAMILY,2,NA,https://www.zillow.com/homedetails/2805-S-Sherman-St-Englewood-CO-80113/13028869_zpid/,FALSE,NA,FALSE,CO
96114731,CO,Colorado,"4818 Wildwood Way, Johnstown, CO 80534",4818 Wildwood Way,Johnstown,80534,545000,"$545,000",3,3,2637,40.388405,-104.98073,House for sale,SINGLE_FAMILY,8,NA,https://www.zillow.com/homedetails/4818-Wildwood-Way-Johnstown-CO-80534/96114731_zpid/,TRUE,2026-02-08T11:00:00Z,FALSE,CO
13607571,CO,Colorado,"1421 N Prospect St, Colorado Springs, CO 80907",1421 N Prospect St,Colorado Springs,80907,429900,"$429,900",3,2,1720,38.85439,-104.809296,House for sale,SINGLE_FAMILY,1,NA,https://www.zillow.com/homedetails/1421-N-Prospect-St-Colorado-Springs-CO-80907/13607571_zpid/,FALSE,NA,FALSE,CO
13916076,CO,Colorado,"949 Kingston Dr, Fort Collins, CO 80525",949 Kingston Dr,Fort Collins,80525,510000,"$510,000",4,3,1480,40.53843,-105.05958,House for sale,SINGLE_FAMILY,3,NA,https://www.zillow.com/homedetails/949-Kingston-Dr-Fort-Collins-CO-80525/13916076_zpid/,FALSE,NA,FALSE,CO
